YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2004,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6.0,0.8,4.4,7.6,734.0,Female,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2008,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.2,0.0,0.7,676.0,Female,All Races,All Ages,High School,"(40.060210141, -82.404260056)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,37.3,2.5,32.5,42.2,1939.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,9.6,1.8,6.1,13.1,890.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2000,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,52.0,1.8,48.5,55.5,1549.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
1999,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.8,0.6,1.7,3.9,1029.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.8,1.2,7.5,12.1,871.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2000,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,25.6,2.6,20.5,30.6,1569.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2016,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,0.3,0.0,1.1,1273.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2002,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,8.2,0.9,6.5,9.9,1017.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2002,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.6,0.3,0.0,1.1,945.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,34.0,2.3,29.4,38.6,908.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2011,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,8.6,1.1,6.4,10.8,1023.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,56.2,1.9,52.4,60.0,523.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.3,0.8,1.8,4.9,1223.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,24.5,1.1,22.3,26.7,2134.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.5,0.5,6.5,8.5,3371.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.4,0.4,0.6,2.2,1092.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,57.7,3.9,50.1,65.3,336.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.7,0.5,0.8,2.6,1698.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2009,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,49.2,3.2,42.9,55.5,842.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
1999,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,18.6,1.7,15.2,22.0,2088.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2002,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.5,0.3,0.9,2.2,1024.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2005,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,12.8,1.9,9.1,16.5,660.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,9.9,1.1,7.7,12.1,1524.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,48.8,5.2,38.5,59.1,84.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2011,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.1,0.6,2.9,5.3,1633.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2016,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.4,0.5,0.4,2.4,1224.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.8,0.2,0.4,1.2,1667.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2002,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,3.5,0.6,2.3,4.7,1880.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
1999,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,13.0,1.0,11.1,14.9,1908.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,65.0,1.5,62.1,68.0,915.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.2,0.5,1.2,3.2,871.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.0,0.3,0.4,1.6,1531.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,52.3,3.8,44.8,59.8,168.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.9,0.2,0.5,1.3,2145.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,17.5,1.4,14.7,20.3,1095.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,21.9,2.0,18.1,25.8,930.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2000,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,55.0,2.3,50.5,59.6,750.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
1999,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,31.4,1.7,28.1,34.7,1885.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.1,1.6,7.9,14.3,935.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,54.9,5.5,44.1,65.7,147.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,16.1,1.8,12.6,19.6,916.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,43.9,6.6,31.0,56.8,108.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2016,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,15.3,1.3,12.8,17.9,1223.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,9.6,0.8,8.1,11.1,2914.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2000,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.9,0.7,3.5,6.3,1552.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,54.7,1.7,51.4,58.0,1511.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,9.2,1.0,7.2,11.2,1379.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2000,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,6.7,1.1,4.4,8.9,756.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2007,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,26.5,1.3,24.0,29.0,2964.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2007,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,20.4,1.6,17.2,23.6,1540.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2007,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,4.6,0.6,3.5,5.7,2955.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,11.9,1.7,8.5,15.3,930.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2000,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,53.1,5.3,42.8,63.4,97.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,50.3,2.7,45.0,55.6,274.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.9,1.7,8.5,15.3,876.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,46.7,5.3,36.3,57.0,86.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,44.6,8.2,28.5,60.7,56.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,63.8,7.8,48.6,79.0,55.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,20.0,2.3,15.5,24.6,1148.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,57.1,4.7,48.0,66.3,174.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2002,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,8.0,1.2,5.7,10.4,973.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,21.0,2.1,16.9,25.1,1437.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.7,0.3,0.2,1.2,2504.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2000,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.2,1.9,11.5,18.8,791.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,49.5,3.7,42.3,56.8,257.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2011,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,50.3,8.5,33.7,66.9,77.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,31.3,2.4,26.6,36.0,815.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.2,0.2,0.0,0.5,871.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2002,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,0.1,0.0,0.3,1024.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
1999,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.6,0.3,1.0,2.2,2100.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2016,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,79.0,7.1,65.1,92.8,57.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2011,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,4.3,0.6,3.2,5.4,3351.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.6,0.3,1.1,2.1,3371.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,11.1,0.9,9.3,12.9,2154.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2016,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,10.6,0.8,9.0,12.2,2516.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2002,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.3,1.4,7.5,13.1,1935.0,Overall,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2005,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,25.3,3.1,19.3,31.3,1378.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,51.8,5.9,40.2,63.4,166.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,61.8,6.8,48.5,75.1,86.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,58.5,4.8,49.0,67.9,702.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2005,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,9.6,1.9,5.9,13.3,651.0,Female,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2002,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,28.1,2.0,24.1,32.1,1853.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2007,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,60.3,6.1,48.4,72.2,91.0,Female,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,68.9,1.6,65.8,72.0,1882.0,Overall,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,48.9,2.9,43.2,54.6,996.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
